iter	Logloss
147	0.4726856339
148	0.4725793905
149	0.4725239797
150	0.4724104047
151	0.4723658839
152	0.4722803127
153	0.4722225927
154	0.4721658647
155	0.472121316
156	0.4720393687
157	0.471968936
158	0.4718459545
159	0.4717859311
160	0.4717101066
161	0.4716145134
162	0.4714953489
163	0.4714098758
164	0.4713230318
165	0.4712601195
166	0.4711849645
167	0.4711278601
168	0.471012846
169	0.4709403005
170	0.4708772788
171	0.4707610287
172	0.4706025831
173	0.4705237505
174	0.4704260234
175	0.4702931274
176	0.4701808411
177	0.4700850487
178	0.4700336167
179	0.4699759535
180	0.4698978631
181	0.4697984309
182	0.4697376757
183	0.4696405691
184	0.4695591111
185	0.4694917248
186	0.4693809851
187	0.4692770063
188	0.469192175
189	0.4691131556
190	0.4689443493
191	0.4688668765
192	0.4687863984
193	0.4687370734
194	0.4686471366
195	0.468599041
196	0.4685135198
197	0.4684390928
198	0.4683949669
199	0.4683364802
200	0.4682616397
201	0.4681359598
202	0.4680740559
203	0.46793825
204	0.4678706525
205	0.4678043869
206	0.467753379
207	0.4676746685
208	0.4676259488
209	0.467536037
210	0.4674696555
211	0.4674083117
212	0.4673726986
213	0.4673281098
214	0.4672361456
215	0.4671759085
216	0.4671235689
217	0.4670621121
218	0.467003295
219	0.4669073343
220	0.4668497717
221	0.466789844
222	0.466717401
223	0.4666767866
224	0.4666349614
225	0.4665600519
226	0.4665107162
227	0.4664520599
228	0.4663920465
229	0.4663312949
230	0.4661777357
231	0.4661101504
232	0.4660574218
233	0.4659879349
234	0.4659394366
235	0.4658721141
236	0.4658114663
237	0.465744263
238	0.465682475
239	0.465618725
240	0.4655547641
241	0.465465133
242	0.4654269967
243	0.4653762328
244	0.4652983016
245	0.4652492844
246	0.4651770599
247	0.4651249254
248	0.46507145
249	0.4649944621
250	0.4649615122
251	0.4649101243
252	0.4648334137
253	0.4647645352
254	0.4646648734
255	0.4646157652
256	0.4645943256
257	0.4645062792
258	0.4644645418
259	0.4643866198
260	0.4642947174
261	0.4642725384
262	0.4642076316
263	0.4641672274
264	0.4641115596
265	0.4640359412
266	0.4639623153
267	0.4638736464
268	0.4638303404
269	0.4637629672
270	0.4637238093
271	0.4636723571
272	0.4636013327
273	0.4635558532
274	0.4635112704
275	0.4634517282
276	0.4633979832
277	0.4632968743
278	0.4632172963
279	0.4631666934
280	0.4630725831
281	0.4630113206
282	0.4629654243
283	0.4629057842
284	0.462794415
285	0.4627443772
286	0.462711767
287	0.4626497051
288	0.4626215537
289	0.4625253787
290	0.462479389
291	0.4624369095
292	0.462335126
293	0.4622871305
294	0.462215052
295	0.4621667587
296	0.4621135255
297	0.4620314529
298	0.4619660518
299	0.4618627603
300	0.4618200363
301	0.4617550137
302	0.4617040344
303	0.4616595435
304	0.461599547
305	0.4615472395
306	0.4615013651
307	0.4614153431
308	0.4613745369
309	0.4613297586
310	0.4612721892
311	0.4612329975
312	0.4611585181
313	0.4611189257
314	0.4610210795
315	0.4609780528
316	0.4609308418
317	0.4609096367
318	0.4608722875
319	0.4608238111
320	0.4607243445
321	0.4606654995
322	0.4605794324
323	0.4605284713
324	0.4604672355
325	0.4604196677
326	0.4603391618
327	0.4602916657
328	0.4602454042
329	0.4601876522
330	0.4601008713
331	0.460057653
332	0.4600242481
333	0.4599912862
334	0.4599105653
335	0.459854678
336	0.4597952617
337	0.4597808749
338	0.4597432029
339	0.4596830644
340	0.4596354378
341	0.4596133282
342	0.4595581686
343	0.4595019125
344	0.4594655051
345	0.4594294817
346	0.4593809679
347	0.4593500794
348	0.4593123138
349	0.4592479807
350	0.4592017884
351	0.4591532244
352	0.4591224188
353	0.4590578213
354	0.4590264311
355	0.4589574134
356	0.4589067228
357	0.4588497826
358	0.4588237188
359	0.4587675083
360	0.4586955423
361	0.4585973267
362	0.4585474426
363	0.4585001406
364	0.4584629976
365	0.4584189775
366	0.4583717066
367	0.4583226007
368	0.4582708187
369	0.4582213533
370	0.4581885732
371	0.458143945
372	0.4580415751
373	0.4580090236
374	0.4579664721
375	0.4579108425
376	0.457828739
377	0.4577810926
378	0.4577124881
379	0.4576648593
380	0.4576199961
381	0.4575747377
382	0.457548384
383	0.4575274655
384	0.4574628387
385	0.4574268624
386	0.4574024263
387	0.4573680227
388	0.4573143098
389	0.4572747552
390	0.457219972
391	0.4571737105
392	0.4570749192
393	0.4570356893
394	0.4569907042
395	0.4569654427
396	0.4569317046
397	0.4569110566
398	0.4568697169
399	0.4568196268
400	0.4567551424
401	0.4567243337
402	0.4566534623
403	0.4565869689
404	0.4565269094
405	0.4564884624
406	0.4564491638
407	0.4564136993
408	0.4563492214
409	0.4563162077
410	0.4562934439
411	0.456261999
412	0.4562079874
413	0.4561830077
414	0.4561429221
415	0.4561014594
416	0.4560461532
417	0.4560336925
418	0.4559951772
419	0.4559744072
420	0.4559248514
421	0.4558462911
422	0.4557895084
423	0.4557397254
424	0.4556947481
425	0.4556287812
426	0.4555937012
427	0.4555510444
428	0.4555179717
429	0.4554679429
430	0.4554382427
431	0.4553736971
432	0.455342609
433	0.4553122846
434	0.4552767201
435	0.4552393537
436	0.455198557
437	0.4551729544
438	0.4551339061
439	0.4551030546
440	0.4550838622
441	0.4550514983
442	0.4550151178
443	0.4549712225
444	0.4549036246
445	0.4548480595
446	0.4548195552
447	0.4547613523
448	0.4547093555
449	0.4546387176
450	0.4546163865
451	0.4545119853
452	0.4544766337
453	0.4543860219
454	0.4543448977
455	0.4542918228
456	0.4542343169
457	0.4541596151
458	0.4541144844
459	0.4540949427
460	0.4540641127
461	0.4539948434
462	0.4539640496
463	0.4539080591
464	0.4538632653
465	0.4537977417
466	0.4537525991
467	0.4537181555
468	0.4536782132
469	0.4536706938
470	0.4536016197
471	0.4535502659
472	0.4535011565
473	0.4534550071
474	0.4533859951
475	0.4533469118
476	0.4533081092
477	0.4532735849
478	0.4532372657
479	0.4531881173
480	0.4531435557
481	0.4530936156
482	0.4530646563
483	0.4529991534
484	0.4529599001
485	0.4529171107
486	0.4528431908
487	0.4527990583
488	0.4527676469
489	0.4527401739
490	0.452718597
491	0.4526836243
492	0.4526613197
493	0.4526443669
494	0.4526071891
495	0.4525354002
496	0.4525014283
497	0.4524732418
498	0.4524184368
499	0.4523623199
500	0.452319426
501	0.4522729264
502	0.452250535
503	0.4522140034
504	0.4521919965
505	0.4521592007
506	0.4521197317
507	0.4520658349
508	0.4520462296
509	0.4520047263
510	0.4519568877
511	0.4519254911
512	0.4519110209
513	0.4518661079
514	0.4518440562
515	0.45182701
516	0.4517469713
517	0.4517163312
518	0.4516800934
519	0.4516651982
520	0.4516091579
521	0.4515655083
522	0.4514975361
523	0.4514821704
524	0.4514256318
525	0.4513947349
526	0.4513664802
527	0.4513206638
528	0.451289475
529	0.4512571769
530	0.451219547
531	0.4511962032
532	0.4511590313
533	0.4511229263
534	0.4510979637
535	0.4510785765
536	0.4510476267
537	0.4509881096
538	0.4509608701
539	0.4509101843
540	0.4508720977
541	0.4508277416
542	0.4507673202
543	0.4507538096
544	0.4507273343
545	0.4507108543
546	0.4506930365
547	0.4506436126
548	0.4506251476
549	0.4506051385
550	0.4505667493
551	0.4505313219
552	0.4505020156
553	0.4504550445
554	0.4504212712
555	0.450387376
556	0.4503735224
557	0.4503556972
558	0.4503190652
559	0.4502640155
560	0.4502328622
561	0.4502228656
562	0.4501813811
563	0.4501373249
564	0.4501092264
565	0.4500988388
566	0.4500711903
567	0.450033025
568	0.4500168248
569	0.4499716518
570	0.4499539387
571	0.4499098047
572	0.4498696946
573	0.4498149835
574	0.4497846452
575	0.449760588
576	0.449736586
577	0.449713642
578	0.4496724032
579	0.4496431267
580	0.4496197392
581	0.449563131
582	0.4495208665
583	0.4495003763
584	0.4494848427
585	0.4494424849
586	0.4494207422
587	0.4493685158
588	0.4493024688
589	0.4492847094
590	0.4492594962
591	0.4492318554
592	0.4491670854
593	0.4491454231
594	0.449116775
595	0.4490847032
596	0.4490305952
597	0.4489975227
598	0.4489522952
599	0.4488719983
600	0.448823029
601	0.4487866716
602	0.4487580325
603	0.4487259682
604	0.4486559183
605	0.4486188357
606	0.4485953938
607	0.4485643964
608	0.4485350058
609	0.4484805087
610	0.4484260073
611	0.4483876534
612	0.4483638956
613	0.4483278643
614	0.4482794798
615	0.4481964042
616	0.4481648436
617	0.4481391722
618	0.4480834955
619	0.4480247718
620	0.4479837205
621	0.4479693558
622	0.4479359921
623	0.4478753495
624	0.4478288413
625	0.4478027671
626	0.4477864531
627	0.4477388562
628	0.4476667295
629	0.4476153985
630	0.4475823542
631	0.44753931
632	0.4475174153
633	0.4474894486
634	0.4474652078
635	0.4474351404
636	0.447391875
637	0.4473800139
638	0.4473282152
639	0.4472911728
640	0.4472640766
641	0.4472073694
642	0.4471641935
643	0.4471194661
644	0.4470756898
645	0.4470222131
646	0.4469767381
647	0.4468782818
648	0.4468456462
649	0.4467877811
650	0.4467216473
651	0.4466679235
652	0.44660815
653	0.4465769052
654	0.44654688
655	0.4465101602
656	0.4464927321
657	0.4464586395
658	0.446411856
659	0.4463724427
660	0.4463572963
661	0.4462763449
662	0.4462387328
663	0.4462064258
664	0.4461510845
665	0.4461354664
666	0.4460992356
667	0.446083875
668	0.446042351
669	0.4460330493
670	0.4460009446
671	0.4459912019
672	0.4459687614
673	0.4459285204
674	0.4458754335
675	0.445842139
676	0.4457734023
677	0.4457446658
678	0.4456794248
679	0.4456197635
680	0.445597024
681	0.445577471
682	0.4455527647
683	0.4455338876
684	0.4455189492
685	0.4454927296
686	0.4454493396
687	0.4453859606
688	0.4453665692
689	0.4453409899
690	0.4452865942
691	0.4452163073
692	0.4451894767
693	0.4451548108
694	0.4450892515
695	0.4450667674
696	0.4449844131
697	0.444964393
698	0.44493917
699	0.4449081752
700	0.4448988252
701	0.4448388861
702	0.4448090618
703	0.4447600335
704	0.4447286779
705	0.4447086685
706	0.44468687
707	0.4446663161
708	0.4446170941
709	0.4445627293
710	0.4445524337
711	0.444537
712	0.4445193923
713	0.4445012552
714	0.4444713098
715	0.4444430479
716	0.4444005223
717	0.4443280662
718	0.4442915459
719	0.4442504599
720	0.4441893878
721	0.444179778
722	0.4441700105
723	0.4440782713
724	0.4440446341
725	0.444021567
726	0.4439982995
727	0.4439751586
728	0.4439087444
729	0.4438690551
730	0.4438388664
731	0.4438137692
732	0.4438029942
733	0.4437718594
734	0.4437155793
735	0.4436663178
736	0.4436385808
737	0.4436167641
738	0.4435959314
739	0.4435219833
740	0.4434937425
741	0.4434715601
742	0.4434459085
743	0.4433718551
744	0.4433415691
745	0.4432913662
746	0.4432530008
747	0.4432133001
748	0.4431983145
749	0.4431365053
750	0.4431055616
751	0.4430762529
752	0.4430344892
753	0.4430197518
754	0.4429674067
755	0.442924551
756	0.4428973667
757	0.4428742666
758	0.4428476219
759	0.442817216
760	0.442794887
761	0.4427624904
762	0.4427395922
763	0.4427317308
764	0.4426885444
765	0.4426583792
766	0.4426082635
767	0.4425881698
768	0.4425637508
769	0.4425255899
770	0.4425042753
771	0.4424644907
772	0.4424247191
773	0.4424143443
774	0.4423689148
775	0.4423352873
776	0.4423108159
777	0.4422912536
778	0.4422477856
779	0.4421936319
780	0.4421504833
781	0.442125819
782	0.4420898449
783	0.4420662669
784	0.4420415172
785	0.4420291818
786	0.4420200813
787	0.4419899892
788	0.4419627895
789	0.4419172632
790	0.4418831622
791	0.4418560883
792	0.4418420303
793	0.4417758085
794	0.4417224093
795	0.4416669268
796	0.4415931197
797	0.4415432744
798	0.4415275661
799	0.4415042549
800	0.4414608893
801	0.4414452763
802	0.4414245124
803	0.4414010979
804	0.4413693432
805	0.4413275436
806	0.4413128048
807	0.4412882336
808	0.4412619126
809	0.4412344905
810	0.4412165862
811	0.4411796133
812	0.441164153
813	0.441137952
814	0.4411159809
815	0.4410920262
816	0.441056967
817	0.4410178157
818	0.4409999362
819	0.4409736758
820	0.4409344624
821	0.44089354
822	0.4408697841
823	0.4408415455
824	0.4408133073
825	0.4407663118
826	0.4407443878
827	0.4406823215
828	0.4406654877
829	0.4406464517
830	0.4406059587
831	0.4405638352
832	0.4405400648
833	0.4404876185
834	0.4404711627
835	0.4404496054
836	0.4404137072
837	0.4403761536
838	0.4403232334
839	0.4403060653
840	0.4402530033
841	0.4402110357
842	0.440170198
843	0.4401410799
844	0.4401144132
845	0.4400700829
846	0.4400496974
847	0.4400160615
848	0.4399911289
849	0.4399675355
850	0.4399522563
851	0.4399211123
852	0.4398983001
853	0.4398663446
854	0.4398467628
855	0.4398255795
856	0.439792135
857	0.4397662104
858	0.4397250427
859	0.4396812361
860	0.4396645895
861	0.4396314057
862	0.4395956132
863	0.4395802157
864	0.4395510487
865	0.4395323742
866	0.4395162761
867	0.4395014903
868	0.4394481543
869	0.4394265117
870	0.4393784657
871	0.4393449787
872	0.439333211
873	0.4393164959
874	0.4392919897
875	0.4392680997
876	0.4392215205
877	0.4391830773
878	0.4391703287
879	0.4391576173
880	0.4391190759
881	0.4390716884
882	0.4390120077
883	0.4389929987
884	0.4389550357
885	0.4389122678
886	0.438897918
887	0.4388800145
888	0.4388760379
889	0.4388441013
890	0.4388192476
891	0.4387710961
892	0.4387393263
893	0.4387089583
894	0.4386706237
895	0.438643238
896	0.4386141763
897	0.4385876405
898	0.4385465198
899	0.4385203115
900	0.4384794778
901	0.4384157383
902	0.4383933926
903	0.438369664
904	0.4383455929
905	0.438321077
906	0.4382720416
907	0.438246848
908	0.43820922
909	0.4381883154
910	0.4381684715
911	0.4381588891
912	0.4381204771
913	0.4380901443
914	0.4380761928
915	0.4380498138
916	0.4380119701
917	0.4380025565
918	0.4379856516
919	0.4379686072
920	0.4379589933
921	0.4379404464
922	0.4379080033
923	0.4378971757
924	0.4378758701
925	0.4378632885
926	0.4378149143
927	0.4377805203
928	0.4377633181
929	0.4377584569
930	0.4377476606
931	0.4377415221
932	0.4377130758
933	0.4376825473
934	0.4376337649
935	0.4376148031
936	0.4375771014
937	0.4375498395
938	0.4374867187
939	0.4374285101
940	0.437399246
941	0.4373728744
942	0.4373596092
943	0.4373212822
944	0.4373081675
945	0.4372785813
946	0.4372254636
947	0.4371728489
948	0.437152642
949	0.4370991082
950	0.4370888484
951	0.4370480234
952	0.4370232053
953	0.4369913758
954	0.4369515323
955	0.4369266664
956	0.4369076125
957	0.4368919883
958	0.4368541052
959	0.4368181943
960	0.4367647379
961	0.436741652
962	0.4367059291
963	0.4366869921
964	0.4366340393
965	0.4365984102
966	0.4365575827
967	0.4365387706
968	0.4364969104
969	0.4364877635
970	0.4364591711
971	0.4364397326
972	0.4364082247
973	0.4363816747
974	0.4363446391
975	0.4363280419
976	0.436304017
977	0.4362847893
978	0.436259463
979	0.43622677
980	0.4361964163
981	0.4361670212
982	0.4361368067
983	0.4360970494
984	0.4360725835
985	0.4360305603
986	0.4360017979
987	0.435972596
988	0.4359350126
989	0.4359192945
990	0.4359110764
991	0.4358771977
992	0.4358609731
993	0.4358470656
994	0.4358084333
995	0.435766448
996	0.4357438015
997	0.4357204533
998	0.4356976798
999	0.4356492649
